,TEAM_NAME,2pointer_PCT_AVG,3pointer_PCT_AVG,FreeThrow_PCT_AVG,Assists_AVG,Rebounds_AVG,WINS,Year,Attendance
0,76ers,43.768292682926834,35.13292682926829,78.76463414634146,20.853658536585364,42.01219512195122,43,2004,788.128
1,76ers,45.97317073170732,36.0280487804878,75.58414634146342,20.158536585365855,40.21951219512195,38,2005,732.686
2,76ers,45.863414634146345,34.96219512195122,76.71341463414633,20.353658536585364,39.65853658536585,35,2006,677.278
3,76ers,46.048780487804876,32.26341463414634,70.14756097560975,20.402439024390244,41.91463414634146,40,2007,608.603
4,76ers,46.08292682926829,31.34512195121951,74.3390243902439,20.085365853658537,41.15853658536585,41,2008,609.675
5,76ers,46.18414634146341,34.13048780487805,75.02073170731707,21.01219512195122,41.0,27,2009,647.898
6,76ers,46.26219512195122,35.19390243902439,77.2890243902439,22.695121951219512,41.80487804878049,41,2010,583.219
7,76ers,44.89090909090909,35.306060606060605,74.17272727272729,22.015151515151516,43.151515151515156,35,2011,604.823
8,76ers,44.45243902439024,35.856097560975606,72.36341463414634,22.768292682926827,41.329268292682926,34,2012,577.597
9,76ers,43.67439024390244,31.26951219512195,70.74634146341464,21.84146341463415,42.743902439024396,19,2013,685.412
10,76ers,40.90121951219512,31.49878048780488,67.78536585365853,20.524390243902438,42.853658536585364,18,2014,568.632
11,76ers,43.267073170731706,33.74390243902439,69.76707317073172,21.524390243902438,41.24390243902439,10,2015,571.572
12,76ers,44.298780487804876,34.00243902439024,76.55975609756098,23.768292682926827,42.84146341463415,28,2016,610.121
13,76ers,47.243089430894315,37.02909407665505,75.92070267131243,27.155342624854818,47.439314750290364,53,2017,710.557
14,76ers,47.19024390243902,35.893902439024394,77.1109756097561,26.914634146341463,47.76829268292683,51,2018,833.503
15,76ers,46.647058823529406,36.20365275142316,74.61992409867173,25.932163187855785,45.530834914611006,39,2019,838.092
16,76ers,47.61840659340659,37.67078754578754,76.85714285714286,23.76739926739927,45.05494505494505,55,2020,639.491
17,Bucks,45.15365853658537,34.84756097560975,76.84146341463415,20.975609756097562,41.34146341463415,30,2004,690.18
18,Bucks,45.443902439024384,38.176829268292686,73.16219512195121,21.573170731707314,41.1829268292683,40,2005,637.009
19,Bucks,46.5,35.02560975609756,73.95731707317073,21.597560975609756,39.1829268292683,28,2006,681.337
20,Bucks,44.95975609756097,34.55487804878049,73.34390243902439,21.46341463414634,41.6829268292683,26,2007,663.629
21,Bucks,44.568292682926824,35.37560975609756,78.19146341463416,21.975609756097562,40.73170731707317,34,2008,639.421
22,Bucks,43.67317073170732,35.72560975609756,74.77073170731707,21.21951219512195,42.98780487804878,46,2009,630.976
23,Bucks,43.09390243902439,34.1780487804878,75.80121951219512,18.84146341463415,40.756097560975604,35,2010,619.453
24,Bucks,44.334848484848486,33.915151515151514,77.85909090909091,23.484848484848484,42.46969696969697,31,2011,631.91
25,Bucks,43.56585365853658,35.575609756097556,73.49878048780486,22.878048780487802,43.96341463414634,38,2012,485.717
26,Bucks,43.982926829268294,35.65243902439024,74.48536585365854,21.463414634146343,41.09756097560975,15,2013,616.469
27,Bucks,46.07439024390244,36.38292682926829,75.2560975609756,23.5609756097561,42.073170731707314,41,2014,552.967
28,Bucks,46.74512195121952,34.486585365853664,74.7,23.109756097560975,41.670731707317074,33,2015,611.226
29,Bucks,47.515853658536585,37.25,76.78658536585365,24.195121951219512,40.390243902439025,42,2016,621.808
30,Bucks,47.90203252032521,35.65017421602788,78.4182055749129,23.22096399535424,39.86004645760743,44,2017,648.952
31,Bucks,47.68048780487805,35.324390243902435,77.18414634146342,26.048780487804876,49.73170731707317,60,2018,685.303
32,Bucks,47.87884250474383,35.721963946869074,73.69909867172676,26.006166982922203,51.749051233396585,53,2019,721.692
33,Bucks,48.78274390243902,38.72753048780487,75.7457012195122,25.56158536585366,48.59542682926829,50,2020,549.036
34,Bulls,43.49146341463415,35.42682926829268,74.94390243902438,21.25609756097561,43.80487804878049,47,2004,809.177
35,Bulls,44.819512195121945,37.613414634146345,73.62682926829268,22.0,42.78048780487805,41,2005,828.384
36,Bulls,45.81219512195121,38.93414634146342,73.46951219512195,22.34146341463415,43.670731707317074,49,2006,868.72
37,Bulls,43.55487804878048,36.6,75.59634146341463,22.085365853658537,43.02439024390244,33,2007,912.364
38,Bulls,45.73048780487805,37.54390243902439,79.41585365853658,21.121951219512194,42.08536585365854,41,2008,901.502
39,Bulls,45.257317073170725,33.60853658536585,75.38048780487804,20.78048780487805,44.536585365853654,41,2009,847.903
40,Bulls,46.32317073170732,36.032926829268284,74.20121951219511,22.28048780487805,44.15853658536585,62,2010,849.76
41,Bulls,45.266666666666666,37.58484848484848,71.95,23.136363636363637,46.66666666666667,50,2011,893.462
42,Bulls,43.859756097560975,35.081707317073175,77.4329268292683,23.0,43.170731707317074,45,2012,731.326
43,Bulls,43.328048780487805,34.65975609756097,78.11219512195122,22.68292682926829,44.146341463414636,48,2013,896.944
44,Bulls,44.31829268292683,35.358536585365854,78.18902439024392,21.71951219512195,45.74390243902439,50,2014,890.37
45,Bulls,44.321951219512194,36.88780487804878,78.20121951219512,22.804878048780488,46.29268292682927,42,2015,875.091
46,Bulls,44.47439024390244,33.44024390243903,79.73536585365852,22.573170731707314,46.29268292682927,41,2016,894.659
47,Bulls,43.584146341463416,35.35121951219512,75.70365853658537,23.451219512195124,44.65853658536585,27,2017,888.882
48,Bulls,45.41829268292683,34.91829268292683,78.82926829268293,21.902439024390244,42.890243902439025,22,2018,851.824
49,Bulls,44.80222960151802,34.787239089184055,75.21347248576849,23.227703984819733,41.7865275142315,22,2019,823.475
50,Bulls,47.70416666666667,36.4280701754386,79.20190058479533,26.70614035087719,44.970029239766085,31,2020,639.352
51,Cavaliers,44.832926829268295,32.579268292682926,75.05975609756096,22.573170731707318,42.30487804878049,42,2004,749.79
52,Cavaliers,45.518292682926834,33.87073170731707,72.76951219512196,19.024390243902438,42.3170731707317,50,2005,784.249
53,Cavaliers,44.78048780487804,34.60609756097561,69.34390243902439,20.829268292682926,43.51219512195122,50,2006,792.391
54,Cavaliers,43.89999999999999,34.68658536585366,71.78414634146341,20.0,44.57317073170732,45,2007,837.883
55,Cavaliers,46.921951219512195,39.426829268292686,75.61341463414635,20.28048780487805,42.19512195121951,66,2008,839.074
56,Cavaliers,48.57073170731708,38.28658536585366,72.56829268292684,22.378048780487806,42.47560975609756,61,2009,820.439
57,Cavaliers,43.52926829268292,34.13414634146341,74.3219512195122,20.975609756097562,40.30487804878049,19,2010,843.042
58,Cavaliers,42.307575757575755,34.3969696969697,71.90757575757576,19.81818181818182,42.27272727272727,21,2011,824.595
59,Cavaliers,43.482926829268294,34.40243902439024,75.53536585365855,20.65853658536585,41.01219512195122,24,2012,525.577
60,Cavaliers,43.77804878048781,35.47682926829268,74.95,21.195121951219512,44.1219512195122,33,2013,663.882
61,Cavaliers,45.891463414634146,36.37560975609756,74.50975609756098,22.121951219512198,42.963414634146346,53,2014,710.522
62,Cavaliers,46.195121951219505,36.24512195121951,74.91463414634147,22.695121951219512,44.51219512195122,57,2015,843.042
63,Cavaliers,47.08292682926829,38.21707317073171,74.39146341463415,22.658536585365855,43.74390243902439,51,2016,843.042
64,Cavaliers,47.605081300813,37.079297328687574,77.61373403019745,23.327235772357724,42.17682926829268,50,2017,843.042
65,Cavaliers,44.475609756097555,35.202439024390245,78.61951219512196,20.70731707317073,42.65853658536585,19,2018,843.042
66,Cavaliers,45.944061302681995,34.56776819923372,75.58591954022988,22.978927203065133,44.162356321839084,19,2019,793.337
67,Cavaliers,44.92240990990991,33.47912912912913,74.18003003003004,23.794294294294296,42.75037537537538,22,2020,623.576
68,Celtics,46.96341463414634,34.73658536585366,76.00121951219512,22.073170731707314,40.8170731707317,45,2004,664.248
69,Celtics,46.87439024390244,36.14878048780488,75.2609756097561,20.926829268292682,39.573170731707314,33,2005,656.081
70,Celtics,44.43048780487805,36.59024390243902,76.79878048780489,19.878048780487806,40.35365853658537,24,2006,692.873
71,Celtics,47.59024390243902,37.676829268292686,76.95,22.353658536585364,42.01219512195122,66,2007,690.576
72,Celtics,48.53780487804878,39.00487804878049,76.39878048780488,22.707317073170735,42.13414634146342,62,2008,763.584
73,Celtics,48.44268292682927,34.16097560975609,74.06341463414634,23.53658536585366,38.59756097560975,50,2009,763.584
74,Celtics,48.69390243902439,36.14512195121951,76.77682926829267,23.426829268292682,38.79268292682927,56,2010,744.961
75,Celtics,46.19545454545454,36.1060606060606,78.58636363636364,23.590909090909093,38.78787878787879,39,2011,763.584
76,Celtics,46.658506097560974,35.99923780487805,77.62185975609756,22.765548780487805,39.34176829268293,41,2012,614.592
77,Celtics,43.7,32.7170731707317,78.54146341463415,21.048780487804876,42.5,25,2013,744.96
78,Celtics,44.4329268292683,32.61829268292683,75.67439024390244,24.5,43.84146341463415,40,2014,742.4
79,Celtics,44.01341463414634,33.53048780487805,78.86951219512196,24.15853658536585,44.91463414634146,48,2015,721.35
80,Celtics,45.50243902439024,35.87439024390243,81.02317073170731,25.23170731707317,41.963414634146346,53,2016,749.076
81,Celtics,45.07932636469222,38.187485481997676,77.30972706155632,22.414634146341463,44.449767711962835,56,2017,760.69
82,Celtics,46.58292682926829,36.30121951219512,80.63780487804878,26.28048780487805,44.548780487804876,49,2018,744.96
83,Celtics,46.034375,36.4359375,80.2875,22.796875,45.96875,43,2019,763.584
84,Celtics,46.72775842044135,37.396602787456445,77.62073170731708,23.49274099883856,44.50813008130081,42,2020,610.864
85,Clippers,46.068292682926824,34.140243902439025,77.89146341463416,23.182926829268293,41.890243902439025,37,2004,665.396
86,Clippers,46.613414634146345,34.00243902439024,78.78414634146343,20.829268292682926,43.07317073170732,47,2005,696.181
87,Clippers,45.74146341463414,35.35,78.34512195121951,21.48780487804878,41.1219512195122,40,2006,712.409
88,Clippers,43.84390243902438,31.782926829268295,78.02926829268293,21.121951219512194,40.13414634146341,23,2007,755.261
89,Clippers,44.11463414634146,34.860975609756096,73.4,21.012195121951223,39.84146341463415,19,2008,692.408
90,Clippers,45.75365853658536,32.9329268292683,72.37073170731708,22.073170731707318,41.8170731707317,29,2009,646.83
91,Clippers,45.78292682926829,33.74268292682927,70.53536585365853,22.109756097560975,42.14634146341463,32,2010,670.063
92,Clippers,45.57424242424243,35.192424242424245,67.4409090909091,20.984848484848484,41.56060606060606,40,2011,727.462
93,Clippers,47.8,35.43780487804878,71.7329268292683,23.878048780487802,41.6219512195122,56,2012,634.237
94,Clippers,47.536585365853654,35.12560975609757,73.15609756097561,24.585365853658537,43.0,57,2013,788.293
95,Clippers,47.35,37.24756097560976,71.14512195121951,24.768292682926827,42.6219512195122,56,2014,787.692
96,Clippers,46.62073170731708,36.517073170731706,70.67682926829268,22.84146341463415,42.048780487804876,53,2015,785.892
97,Clippers,47.6329268292683,37.36829268292683,74.88780487804878,22.536585365853657,43.02439024390244,51,2016,786.91
98,Clippers,47.296341463414635,35.11585365853659,73.93170731707318,22.34146341463415,43.8780487804878,42,2017,782.609
99,Clippers,47.199999999999996,38.75365853658537,78.9451219512195,24.024390243902438,45.51219512195122,48,2018,697.812
100,Clippers,46.528124999999996,36.55,79.3,23.84375,47.96875,44,2019,710.327
101,Clippers,48.26983974358974,40.93227564102564,83.62298076923076,24.27724358974359,44.31185897435897,51,2020,610.176
102,Grizzlies,44.85853658536585,35.51829268292682,74.91951219512195,20.926829268292686,38.951219512195124,45,2004,622.723
103,Grizzlies,44.99268292682926,38.1,70.67926829268292,19.34146341463415,39.18292682926829,49,2005,691.362
104,Grizzlies,46.40853658536586,35.448780487804875,76.18536585365854,20.48780487804878,39.524390243902445,22,2006,647.533
105,Grizzlies,45.49024390243902,34.0280487804878,72.88292682926829,19.195121951219512,41.64634146341463,22,2007,600.836
106,Grizzlies,45.456097560975614,35.48780487804878,75.54512195121951,17.353658536585364,38.829268292682926,24,2008,523.578
107,Grizzlies,46.89512195121951,33.22317073170732,73.66219512195123,18.817073170731707,43.48780487804878,40,2009,509.806
108,Grizzlies,47.145121951219515,32.86829268292683,74.93658536585366,20.621951219512194,40.98780487804878,46,2010,552.914
109,Grizzlies,44.83181818181818,32.3030303030303,76.05757575757576,19.545454545454547,42.04545454545455,41,2011,600.687
110,Grizzlies,44.602439024390236,34.09756097560975,77.16219512195121,20.914634146341463,42.73170731707317,56,2012,518.256
111,Grizzlies,46.53048780487805,35.19146341463414,73.6341463414634,21.853658536585364,42.390243902439025,50,2013,681.613
112,Grizzlies,45.9329268292683,33.63048780487805,77.95121951219512,21.670731707317074,42.5609756097561,55,2014,685.458
113,Grizzlies,44.21585365853659,32.76829268292683,78.15731707317073,20.695121951219512,41.6219512195122,42,2015,710.502
114,Grizzlies,43.66829268292683,35.09634146341463,77.94024390243904,21.268292682926827,42.76829268292683,43,2016,684.603
115,Grizzlies,44.425609756097565,35.09878048780487,78.20975609756098,21.548780487804876,40.52439024390244,22,2017,677.314
116,Grizzlies,45.06951219512195,33.98292682926829,77.50365853658536,23.9390243902439,41.78048780487805,33,2018,653.863
117,Grizzlies,47.17220643939394,34.88996212121212,75.94739583333333,27.017992424242422,46.687026515151516,32,2019,607.564
118,Grizzlies,46.40833333333333,35.37380952380952,77.69642857142858,26.55952380952381,46.69047619047619,43,2020,523.297
119,Hawks,44.12073170731708,30.808536585365854,70.65609756097561,19.68292682926829,41.890243902439025,13,2004,565.728
120,Hawks,45.49634146341464,35.49878048780488,74.66463414634146,19.817073170731707,40.25609756097561,26,2005,586.39
121,Hawks,44.478048780487796,32.33536585365854,76.48536585365854,19.18292682926829,40.09756097560975,30,2006,617.942
122,Hawks,45.463414634146346,34.34512195121952,77.09512195121951,22.0,42.21951219512195,37,2007,639.375
123,Hawks,45.892682926829266,36.58170731707317,73.8390243902439,20.20731707317073,40.02439024390244,47,2008,667.518
124,Hawks,46.87926829268293,35.923170731707316,75.27804878048781,21.81707317073171,41.70731707317073,53,2009,686.688
125,Hawks,46.33780487804878,35.948780487804875,77.32682926829268,21.975609756097562,39.29268292682927,44,2010,678.375
126,Hawks,45.46060606060606,37.17272727272727,74.86363636363636,22.439393939393938,41.18181818181819,40,2011,641.596
127,Hawks,46.56463414634147,37.33170731707317,70.85121951219513,24.475609756097562,40.86585365853659,44,2012,501.593
128,Hawks,45.85243902439024,35.979268292682924,78.29634146341465,24.890243902439025,39.97560975609756,38,2013,620.146
129,Hawks,46.71829268292683,38.014634146341464,77.65121951219513,25.74390243902439,40.5609756097561,60,2014,587.927
130,Hawks,45.862195121951224,35.16463414634146,77.80121951219512,25.609756097560975,42.08536585365854,48,2015,713.909
131,Hawks,45.20975609756097,34.13414634146341,72.6060975609756,23.634146341463413,44.329268292682926,43,2016,690.15
132,Hawks,44.77195121951219,36.346341463414625,78.70975609756097,23.731707317073173,41.90243902439025,24,2017,654.306
133,Hawks,45.17804878048781,35.09756097560975,75.18170731707316,25.829268292682926,46.09756097560975,29,2018,590.769
134,Hawks,45.01573083778966,33.22615864527629,78.84090909090908,23.946524064171122,43.23440285204991,20,2019,628.44
135,Hawks,46.989444444444445,37.17722222222222,81.51194444444444,24.18472222222222,45.93333333333334,44,2020,545.453
136,Heat,48.74878048780488,37.6280487804878,67.76463414634146,21.829268292682926,43.0,59,2004,624.809
137,Heat,47.915853658536584,33.55853658536585,69.5670731707317,20.634146341463413,43.08536585365854,52,2005,815.143
138,Heat,46.60853658536585,34.30853658536585,68.50121951219512,20.5,40.76829268292683,44,2006,818.149
139,Heat,44.31341463414634,34.95853658536585,73.17560975609756,20.048780487804876,37.6219512195122,15,2007,808.541
140,Heat,45.68780487804878,35.81219512195122,74.92560975609757,20.378048780487806,39.5,43,2008,798.004
141,Heat,45.93536585365853,34.203658536585365,75.6219512195122,18.878048780487802,41.80487804878049,47,2009,729.178
142,Heat,48.11707317073171,36.73536585365853,76.70121951219512,19.98780487804878,42.146341463414636,58,2010,726.935
143,Heat,46.959090909090904,35.24848484848484,77.23333333333333,19.954545454545453,41.60606060606061,46,2011,810.93
144,Heat,49.702439024390245,39.35609756097561,75.90609756097561,23.048780487804876,38.609756097560975,66,2012,657.855
145,Heat,50.18292682926829,36.415853658536584,76.34634146341463,22.524390243902438,36.8780487804878,54,2013,819.29
146,Heat,45.67073170731707,33.58536585365853,74.19878048780488,19.829268292682926,39.1219512195122,37,2014,811.036
147,Heat,47.19024390243902,33.3109756097561,74.78780487804877,20.84146341463415,44.1219512195122,48,2015,808.223
148,Heat,45.584146341463416,36.09024390243902,70.77926829268293,21.24390243902439,43.6219512195122,41,2016,809.35
149,Heat,45.60670731707317,35.92090592334495,75.49430894308944,22.72822299651568,43.433217189314746,44,2017,805.4
150,Heat,45.18536585365854,35.057317073170736,68.91951219512195,24.28048780487805,46.34146341463415,39,2018,785.25
151,Heat,47.11150568181818,38.4419981060606,77.44616477272727,26.003314393939394,44.542140151515156,41,2019,805.264
152,Heat,46.59321450906816,35.59771732332708,79.05356472795498,26.146341463414636,41.54784240150094,42,2020,629.771
153,Hornets,43.331707317073175,36.65853658536585,70.39878048780488,21.878048780487802,41.6829268292683,18,2004,634.968
154,Hornets,43.240243902439026,33.298780487804876,72.66707317073171,20.9390243902439,39.756097560975604,26,2005,591.701
155,Hornets,44.69878048780488,36.00243902439024,73.29878048780488,22.390243902439025,39.829268292682926,33,2006,671.011
156,Hornets,45.29512195121951,36.25243902439024,71.52317073170732,21.317073170731707,40.63414634146341,32,2007,637.52
157,Hornets,45.58658536585366,36.28780487804878,73.31219512195122,21.231707317073173,39.65853658536585,35,2008,603.403
158,Hornets,45.40487804878048,34.34512195121951,74.92560975609756,20.21951219512195,40.829268292682926,44,2009,581.049
159,Hornets,45.21219512195122,31.95853658536585,75.52926829268293,21.073170731707314,40.14634146341463,34,2010,648.79
160,Hornets,41.516666666666666,28.774242424242424,74.27575757575757,20.09090909090909,38.95454545454545,7,2011,649.694
161,Hornets,42.53414634146341,33.385365853658534,75.39024390243902,19.353658536585364,40.3170731707317,21,2012,486.984
162,Hornets,44.34146341463415,34.95853658536585,73.88536585365854,21.68292682926829,42.6829268292683,43,2013,628.293
163,Hornets,42.06341463414633,31.297560975609752,74.75731707317073,20.170731707317074,44.0609756097561,33,2014,636.268
164,Hornets,43.896341463414636,36.15487804878049,79.51951219512196,21.682926829268293,43.9390243902439,48,2015,704.886
165,Hornets,44.3109756097561,34.80487804878049,81.64756097560975,23.0609756097561,43.58536585365854,36,2016,716.894
166,Hornets,45.05975609756097,36.28780487804878,74.73658536585366,21.585365853658537,45.46341463414634,36,2017,710.643
167,Hornets,44.86951219512195,35.12073170731707,79.24878048780488,23.231707317073173,43.804878048780495,39,2018,671.404
168,Hornets,43.54701138519924,34.94781783681214,74.84525616698292,23.84819734345351,42.76992409867172,23,2019,676.57
169,Hornets,45.45501422475107,36.657574679943096,75.09992887624466,26.94701280227596,43.794452347083926,34,2020,478.591
